Tipo Vehiculo,Marca,Modelo,Pais,Especificacion,Año,Valor
AUTOMOVIL,Acura,Integra,JAPÓN,SERIE:  A-Spec||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 1500||PASAJEROS: 4||PUERTAS: 4||TRACCION: FWD||,2026,"$35,950.00"
AUTOMOVIL,Acura,Integra,JAPÓN,SERIE:  Base||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 1500||PASAJEROS: 4||PUERTAS: 4||TRACCION: FWD||,2026,"$33,400.00"
AUTOMOVIL,Acura,Integra,JAPÓN,SERIE:  Type S||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 1500||PASAJEROS: 4||PUERTAS: 4||TRACCION: FWD||,2026,"$53,400.00"
AUTOMOVIL,Acura,Integra,ESTADOS UNIDOS,SERIE: A-SPEC || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  FWD || ,2026,"$35,950.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE:  TYPE-S ADVANCE||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$75,850.00"
JEEPETA,Acura,MDX,CANADÁ,SERIE: ADVANCE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 6 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$66,900.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: ADVANCE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$66,900.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: A-SPEC || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$62,400.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: A-SPEC ADVANCE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$68,900.00"
JEEPETA,Acura,MDX,CANADÁ,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$54,000.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$54,000.00"
JEEPETA,Acura,MDX,CANADÁ,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD || ,2026,"$51,800.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: FWD || ,2026,"$51,800.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: TECHNOLOGY || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION:  FWD || ,2026,"$57,200.00"
JEEPETA,Acura,MDX,ESTADOS UNIDOS,SERIE: TECHNOLOGY || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3500 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$59,400.00"
JEEPETA,Acura,RDX,ESTADOS UNIDOS,SERIE:  TECHNOLOGY||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$47,700.00"
JEEPETA,Acura,RDX,ESTADOS UNIDOS,SERIE: ADVANCE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD ||,2026,"$52,850.00"
JEEPETA,Acura,RDX,ESTADOS UNIDOS,SERIE: A-SPEC || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$50,700.00"
JEEPETA,Acura,RDX,ESTADOS UNIDOS,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$45,100.00"
AUTOMOVIL ,Alfa Romeo,Giulia ,ITALIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  4WD || ,2026,"$46,995.00"
JEEPETA,Alfa Romeo,STELVIO,ITALIA,SERIE: BASE||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$49,995.00"
AUTOMOVIL,Audi,A3,ALEMANIA,SERIE: Premium 40||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION:  4WD||,2026,"$33,158.00"
AUTOMOVIL,Audi,A3,ALEMANIA,SERIE: Premium Plus 40||COMBUSTIBLE: GASOLINA||CILINDROS: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION:  4WD||,2026,"$40,422.00"
AUTOMOVIL,Audi,A5,ALEMANIA,SERIE: 2.0T PREMIUM PLUS||COMBUSTIBLE: GASOLINA||CILINDRO: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION: 4WD||,2026,"$52,700.00"
AUTOMOVIL,Audi,A5,ALEMANIA,SERIE: 2.0T PREMIUM||COMBUSTIBLE: GASOLINA||CILINDRO: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION: 4WD||,2026,"$50,200.00"
AUTOMOVIL,Audi,A5,ALEMANIA,SERIE: 2.0T PRESTIGE||COMBUSTIBLE: GASOLINA||CILINDRO: 4||CC: 2000||PASAJEROS: 5||PUERTAS: 4||TRACCION: 4WD||,2026,"$56,700.00"
AUTOMOVIL,Audi,A6,ALEMANIA,SERIE: 3.0 PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$60,255.00"
AUTOMOVIL,Audi,A6,ALEMANIA,SERIE: 3.0 PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$63,452.00"
AUTOMOVIL,Audi,A6,ALEMANIA,SERIE: 3.0 PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$67,118.00"
AUTOMOVIL,Audi,A6,ALEMANIA,SERIE: ALLROAD PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 6 || TRACCION: AWD || ,2026,"$68,714.00"
AUTOMOVIL,Audi,A6,ALEMANIA,SERIE: ALLROAD PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 6 || TRACCION: AWD || ,2026,"$74,449.00"
AUTOMOVIL,Audi,A8,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$89,394.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: 2.0T PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$47,134.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: 2.0T PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  4WD || ,2026,"$53,653.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: 2.0T Prestige || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$58,067.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$47,134.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: PREMIUM PLUS SPORTBACK|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$57,800.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: PREMIUM SPORTBACK|| COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$55,100.00"
JEEPETA,Audi,Q5,ALEMANIA,SERIE: PRESTIGE SPORTBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$62,800.00"
JEEPETA ,Audi,Q5,ALEMANIA,SERIE: PREMIUM S-LINE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$49,203.00"
JEEPETA ,Audi,Q5,ALEMANIA,SERIE: S-LINE PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 5 || TRACCION: AWD || ,2026,"$55,722.00"
JEEPETA,Audi,Q7,ALEMANIA,SERIE: 2.0T PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$58,280.00"
JEEPETA,Audi,Q7,ALEMANIA,SERIE: 2.0T PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$61,853.00"
JEEPETA,Audi,Q7,ALEMANIA,SERIE: 3.0 PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$63,544.00"
JEEPETA,Audi,Q7,ALEMANIA,SERIE: 3.0 PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$68,808.00"
JEEPETA,Audi,Q7,ALEMANIA,SERIE: 3.0 PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$72,287.00"
JEEPETA,Audi,Q7,ESLOVAQUIA,SERIE: Premium Plus || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$68,808.00"
JEEPETA,Audi,Q8,ALEMANIA,SERIE: PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$71,064.00"
JEEPETA,Audi,Q8,ALEMANIA,"SERIE: PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ",2026,"$75,952.00"
JEEPETA ,Audi,Q8,ALEMANIA,SERIE: PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$81,029.00"
AUTOMOVIL,Audi,RS 3 ,ALEMANIA,SERIE: SEDAN || COMBUSTIBLE: GASOLINA || CILINDROS: 5 || CC: 2500 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$62,135.00"
AUTOMOVIL,Audi,RS 7,ALEMANIA,SERIE: BASE||COMBUSTIBLE: GASOLINA||CILINDRO: 8||CC: 4000||PASAJEROS: 5||PUERTAS: 4||TRACCION: 4WD||,2026,"$124,738.00"
JEEPETA,Audi,RS Q8,ALEMANIA,SERIE: QUATTRO || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$130,002.00"
AUTOMOVIL,Audi,RS6,ALEMANIA,SERIE: BASE||COMBUSTIBLE: GASOLINA||CILINDRO: 8||CC: 4000||PASAJEROS: 5||PUERTAS: 4||TRACCION: 4WD||,2026,"$122,858.00"
AUTOMOVIL,Audi,S3,ALEMANIA,TRACCION: AWD || PUERTAS: 6 || PASAJEROS: 5 || CC: 2000 || CILINDROS: 4 || SERIE: Premium PLUS || COMBUSTIBLE: GASOLINA || ,2026,"$48,880.00"
AUTOMOVIL,Audi,S5,ALEMANIA,SERIE:  PREMIUM||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 4||PUERTAS: 4||TRACCION: AWD||,2026,"$63,300.00"
AUTOMOVIL,Audi,S5,ALEMANIA,SERIE: 3.0 PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$66,200.00"
AUTOMOVIL,Audi,S5,ALEMANIA,SERIE: 3.0 PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$70,900.00"
AUTOMOVIL,Audi,S8,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: 4WD || ,2026,"$122,200.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PREMIUM || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$65,400.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$67,300.00"
JEEPETA,Audi,SQ5,MÉXICO,SERIE: PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$67,300.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PREMIUM PLUS SPORTBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$69,100.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PREMIUM SPORTBACK || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$66,800.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  4WD || ,2026,"$71,300.00"
JEEPETA,Audi,SQ5,ALEMANIA,SERIE: PRESTIGE SPORTBACK|| COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  4WD || ,2026,"$73,100.00"
JEEPETA,Audi,SQ7,ALEMANIA,SERIE: PREMIUM PLUS || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION:  4WD || ,2026,"$88,173.00"
JEEPETA,Audi,SQ7,ALEMANIA,SERIE: PRESTIGE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 7 || PUERTAS: 5 || TRACCION: AWD || ,2026,"$93,813.00"
JEEPETA,Audi,SQ8,ALEMANIA,SERIE:  PREMIUM PLUS||COMBUSTIBLE: GASOLINA||CILINDROS: 8||CC: 4000||PASAJEROS: 7||PUERTAS: 4||TRACCION: AWD||,2026,"$93,719.00"
JEEPETA,Audi,SQ8,ALEMANIA,SERIE: 4.0T PRESTIGE  || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 7 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$100,769.00"
AUTOMOVIL,BMW,228i,ALEMANIA,SERIE: GRAN COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: FWD || ,2026,"$40,000.00"
AUTOMOVIL,BMW,228i,ALEMANIA,SERIE: XDRIVE GRAN COUPE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$42,000.00"
AUTOMOVIL,BMW,230i,ALEMANIA,SERIE: COUPE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: RWD || ,2026,"$39,745.00"
AUTOMOVIL,BMW,230xi,ALEMANIA,SERIE: COUPE || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$41,605.00"
AUTOMOVIL,BMW,330i,MÉXICO,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$36,827.06"
AUTOMOVIL,BMW,330i,ALEMANIA,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$46,535.00"
AUTOMOVIL,BMW,330i,MÉXICO,SERIE: xDrive || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$46,535.00"
AUTOMOVIL,BMW,330i,ALEMANIA,TRACCION: RWD || PASAJEROS: 5 || PUERTAS: 4 || SERIE: BASE || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || ,2026,"$36,827.06"
AUTOMOVIL,BMW,430i,ALEMANIA,SERIE: CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION:  RWD || ,2026,"$44,066.40"
AUTOMOVIL,BMW,430i,ALEMANIA,SERIE: COUPE  || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1998 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION:  RWD || ,2026,"$38,300.41"
AUTOMOVIL,BMW,430i,ALEMANIA,SERIE: GRAN COUPE  || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 1998 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$47,560.00"
AUTOMOVIL,BMW,430i,ALEMANIA,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$51,280.00"
AUTOMOVIL,BMW,430i,ALEMANIA,SERIE: XDRIVE CONVERTIBLE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$58,720.00"
AUTOMOVIL,BMW,430xi,ALEMANIA,SERIE: CONVERTIBLE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$58,720.00"
AUTOMOVIL,BMW,430xi,ALEMANIA,SERIE: COUPE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$51,280.00"
AUTOMOVIL,BMW,430xi,ALEMANIA,SERIE: GRAND COUPE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$49,420.00"
AUTOMOVIL,BMW,530i,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$51,705.79"
AUTOMOVIL,BMW,530i,ALEMANIA,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$53,714.33"
AUTOMOVIL,BMW,530xi,ALEMANIA,SERIE: N/A || COMBUSTIBLE: GASOLINA || CILINDROS: 4 || CC: 2000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$53,714.33"
AUTOMOVIL,BMW,540i,ALEMANIA,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$61,695.00"
AUTOMOVIL,BMW,740i,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 8 || CC: 4000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$92,850.00"
AUTOMOVIL,BMW,740i,ALEMANIA,SERIE: N/A || COMBUSTIBLE: GASOLINA  || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: RWD || ,2026,"$92,850.00"
AUTOMOVIL,BMW,740i,ALEMANIA,SERIE: XDrive || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$95,640.00"
AUTOMOVIL,BMW,760i,ALEMANIA,SERIE: xDrive||COMBUSTIBLE: GASOLINA||CILINDRO: 8||CC: 4400||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$116,470.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE: 840i Convertible || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: RWD ||,2026,"$93,965.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE:  840i Gran Coupe||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: RWD||,2026,"$84,945.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE:  840i||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 2||TRACCION: RWD||,2026,"$85,780.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE:  840xi Convertible||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$96,755.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE:  840xi Gran Coupe||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$87,735.00"
AUTOMOVIL,BMW,840i,ALEMANIA,SERIE:  840xi||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 2||TRACCION: AWD||,2026,"$88,570.00"
AUTOMOVIL,BMW,M2,ALEMANIA,SERIE:  BASE ||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 2||TRACCION: RWD||,2026,"$63,925.00"
AUTOMOVIL,BMW,M2,MÉXICO,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION:  RWD || ,2026,"$63,925.00"
AUTOMOVIL,BMW,M240i,ALEMANIA,SERIE: COUPE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: RWD || ,2026,"$50,350.00"
AUTOMOVIL,BMW,M240xi,ALEMANIA,SERIE: COUPE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: AWD || ,2026,"$52,210.00"
AUTOMOVIL,BMW,M3,ALEMANIA,SERIE:  COMPETITION||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: AWD||,2026,"$82,060.00"
AUTOMOVIL,BMW,M3,ALEMANIA,SERIE:  COMPETITION||COMBUSTIBLE: GASOLINA||CILINDROS: 6||CC: 3000||PASAJEROS: 5||PUERTAS: 4||TRACCION: FWD||,2026,"$77,320.00"
AUTOMOVIL,BMW,M3,ALEMANIA,SERIE: BASE  || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$73,410.00"
AUTOMOVIL,BMW,M3,ALEMANIA,"SERIE: COMPETITION || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ",2026,"$77,320.00"
AUTOMOVIL,BMW,M3,ALEMANIA,"SERIE: COMPETITION xDrive || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3,000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  AWD || ",2026,"$82,060.00"
AUTOMOVIL,BMW,M340i,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION:  RWD || ,2026,"$57,880.00"
AUTOMOVIL,BMW,M340i,MÉXICO,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 2998 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$59,740.00"
AUTOMOVIL,BMW,M340i,ALEMANIA,SERIE: XDRIVE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$59,740.00"
AUTOMOVIL,BMW,M340xi,ALEMANIA,SERIE: BASE || COMBUSTIBLE: GASOLINA || CILINDROS: 6 || CC: 3000 || PASAJEROS: 5 || PUERTAS: 4 || TRACCION: AWD || ,2026,"$59,740.00"
AUTOMOVIL,BMW,M4,ALEMANIA,SERIE: BASE  || COMBUSTIBLE: GASOLINA  || CILINDROS: 6 || CC: 3000 || PASAJEROS: 4 || PUERTAS: 2 || TRACCION: RWD || ,2026,"$74,995.00"
